Timestamp (UNIX time ms),Timestamp,Active (T/F),Latitude (deg),Longitude (deg),Heartrate (bpm),Speed (mps),Distance (m),Crank Cadence (rpm),Run Cadence (steps/min),Elevation (m),Power (watts),
1549471626000,10:47:06:047,true,,,,4.861999988555908,0.0,,,,,
1549471627000,10:47:07:047,true,,,,4.940000057220459,3.2699999809265137,90.99999904632568,90.99999904632568,,,
1549471628000,10:47:08:047,true,,,,4.999000072479248,6.630000114440918,92.99999713897705,92.99999713897705,,,
1549471629000,10:47:09:047,true,,,,4.894999980926514,10.829999923706055,91.99999809265137,91.99999809265137,,,
1549471630000,10:47:10:047,true,,,,4.863999843597412,15.0,90.0,90.0,,,
1549471631000,10:47:11:047,true,,,,4.664999961853027,19.510000228881836,87.00000286102295,87.00000286102295,,,
1549471632000,10:47:12:047,true,,,,4.867000102996826,25.469999313354492,88.00000190734863,88.00000190734863,,,
1549471633000,10:47:13:047,true,,,,5.050000190734863,29.65999984741211,92.99999713897705,92.99999713897705,,,
1549471634000,10:47:14:047,true,,,,4.875999927520752,34.0,90.99999904632568,90.99999904632568,,,
1549471635000,10:47:15:047,true,,,,4.830999851226807,39.0,90.99999904632568,90.99999904632568,,,
1549471636000,10:47:16:047,true,,,,4.697999954223633,45.16999816894531,89.00000095367432,89.00000095367432,,,
1549471637000,10:47:17:047,true,,,,4.639999866485596,49.5,85.99999666213989,85.99999666213989,,,
1549471638000,10:47:18:047,true,,,,4.677999973297119,52.84000015258789,85.99999666213989,85.99999666213989,,,
1549471639000,10:47:19:047,true,,,,4.815000057220459,57.880001068115234,89.00000095367432,89.00000095367432,,,
1549471640000,10:47:20:047,true,,,,5.020999908447266,64.12999725341797,92.99999713897705,92.99999713897705,,,
1549471641000,10:47:21:047,true,,,,4.940000057220459,68.3499984741211,92.99999713897705,92.99999713897705,,,
1549471642000,10:47:22:047,true,,,,4.881999969482422,72.55999755859375,90.0,90.0,,,
1549471643000,10:47:23:047,true,,,,4.796000003814697,78.79000091552734,89.00000095367432,89.00000095367432,,,
1549471644000,10:47:24:047,true,,,,4.822000026702881,83.0,90.0,90.0,,,
