Timestamp (UNIX time ms),Timestamp,Active (T/F),Latitude (deg),Longitude (deg),Heartrate (bpm),Speed (mps),Distance (m),Crank Cadence (rpm),Run Cadence (steps/min),Elevation (m),Power (watts),
1549298690000,10:44:50:044,true,,,,3.434999942779541,0.0,64.00000333786011,64.00000333786011,,,
1549298691000,10:44:51:044,true,,,,3.440999984741211,1.059999942779541,64.00000333786011,64.00000333786011,,,
1549298692000,10:44:52:044,true,,,,3.4489998817443848,2.2899999618530273,64.00000333786011,64.00000333786011,,,
1549298693000,10:44:53:044,true,,,,3.49399995803833,6.489999771118164,65.00000238418579,65.00000238418579,,,
1549298694000,10:44:54:044,true,,,,3.617000102996826,10.510000228881836,64.00000333786011,64.00000333786011,,,
1549298695000,10:44:55:044,true,,,,3.753000020980835,12.789999961853027,68.99999856948853,68.99999856948853,,,
1549298696000,10:44:56:044,true,,,,3.7239999771118164,16.979999542236328,68.99999856948853,68.99999856948853,,,
1549298697000,10:44:57:044,true,,,,4.020999908447266,22.079999923706055,69.99999761581421,69.99999761581421,,,
1549298698000,10:44:58:044,true,,,,4.046999931335449,24.59000015258789,75.99999904632568,75.99999904632568,,,
1549298699000,10:44:59:044,true,,,,3.937999963760376,28.549999237060547,73.00000190734863,73.00000190734863,,,
1549298700000,10:45:00:045,true,,,,5.019999980926514,34.61000061035156,89.00000095367432,89.00000095367432,,,
1549298701000,10:45:01:045,true,,,,4.968999862670898,38.959999084472656,92.99999713897705,92.99999713897705,,,
1549298702000,10:45:02:045,true,,,,5.118000030517578,45.060001373291016,94.00000333786011,94.00000333786011,,,
1549298703000,10:45:03:045,true,,,,5.168000221252441,49.43000030517578,96.00000143051147,96.00000143051147,,,
1549298704000,10:45:04:045,true,,,,5.111000061035156,53.61000061035156,95.00000238418579,95.00000238418579,,,
1549298705000,10:45:05:045,true,,,,5.072000026702881,59.880001068115234,94.00000333786011,94.00000333786011,,,
1549298706000,10:45:06:045,true,,,,5.046999931335449,64.12000274658203,94.00000333786011,94.00000333786011,,,
1549298707000,10:45:07:045,true,,,,5.366000175476074,70.37999725341797,98.99999856948853,98.99999856948853,,,
1549298708000,10:45:08:045,true,,,,5.230999946594238,74.61000061035156,98.99999856948853,98.99999856948853,,,
1549298709000,10:45:09:045,true,,,,5.039000034332275,80.83999633789063,92.99999713897705,92.99999713897705,,,
1549298710000,10:45:10:045,true,,,,5.170000076293945,85.12000274658203,95.00000238418579,95.00000238418579,,,
1549298711000,10:45:11:045,true,,,,5.176000118255615,91.30999755859375,96.00000143051147,96.00000143051147,,,
