Timestamp (UNIX time ms),Timestamp,Active (T/F),Latitude (deg),Longitude (deg),Heartrate (bpm),Speed (mps),Distance (m),Crank Cadence (rpm),Run Cadence (steps/min),Elevation (m),Power (watts),
1549566316000,13:05:16:005,true,,,,,,67.99999952316284,67.99999952316284,,,
1549566317000,13:05:17:005,true,,,,3.7850000858306885,0.0,69.99999761581421,69.99999761581421,,,
1549566318000,13:05:18:005,true,,,,3.742000102996826,3.8499999046325684,69.99999761581421,69.99999761581421,,,
1549566319000,13:05:19:005,true,,,,4.184000015258789,8.020000457763672,69.99999761581421,69.99999761581421,,,
1549566320000,13:05:20:005,true,,,,4.914999961853027,12.149999618530273,89.00000095367432,89.00000095367432,,,
1549566321000,13:05:21:005,true,,,,4.673999786376953,16.350000381469727,88.00000190734863,88.00000190734863,,,
1549566322000,13:05:22:005,true,,,,4.730999946594238,21.34000015258789,87.00000286102295,87.00000286102295,,,
1549566323000,13:05:23:005,true,,,,4.823999881744385,25.770000457763672,90.0,90.0,,,
1549566324000,13:05:24:005,true,,,,4.900000095367432,31.479999542236328,90.99999904632568,90.99999904632568,,,
1549566325000,13:05:25:005,true,,,,5.00600004196167,36.2400016784668,91.99999809265137,91.99999809265137,,,
1549566326000,13:05:26:005,true,,,,4.860000133514404,40.43000030517578,90.0,90.0,,,
1549566327000,13:05:27:005,true,,,,4.89300012588501,46.2400016784668,90.0,90.0,,,
1549566328000,13:05:28:005,true,,,,4.882999897003174,50.86000061035156,90.99999904632568,90.99999904632568,,,
1549566329000,13:05:29:005,true,,,,4.863999843597412,55.130001068115234,90.0,90.0,,,
1549566330000,13:05:30:005,true,,,,4.7179999351501465,61.060001373291016,89.00000095367432,89.00000095367432,,,
1549566331000,13:05:31:005,true,,,,4.663000106811523,64.56999969482422,87.00000286102295,87.00000286102295,,,
1549566332000,13:05:32:005,true,,,,4.8470001220703125,69.66000366210938,88.00000190734863,88.00000190734863,,,
1549566333000,13:05:33:005,true,,,,5.013999938964844,75.79000091552734,94.00000333786011,94.00000333786011,,,
1549566334000,13:05:34:005,true,,,,5.002999782562256,80.23999786376953,92.99999713897705,92.99999713897705,,,
1549566335000,13:05:35:005,true,,,,4.988999843597412,84.41000366210938,94.00000333786011,94.00000333786011,,,
1549566336000,13:05:36:005,true,,,,4.801000118255615,89.38999938964844,89.00000095367432,89.00000095367432,,,
1549566337000,13:05:37:005,true,,,,4.693999767303467,94.79000091552734,87.00000286102295,87.00000286102295,,,
1549566338000,13:05:38:005,true,,,,4.7179999351501465,99.0199966430664,87.00000286102295,87.00000286102295,,,
1549566339000,13:05:39:005,true,,,,4.801000118255615,103.2300033569336,90.0,90.0,,,
1549566340000,13:05:40:005,true,,,,4.8480000495910645,108.20999908447266,90.0,90.0,,,
1549566341000,13:05:41:005,true,,,,4.791999816894531,114.12999725341797,89.00000095367432,89.00000095367432,,,
1549566342000,13:05:42:005,true,,,,4.827000141143799,118.95999908447266,90.0,90.0,,,
1549566343000,13:05:43:005,true,,,,4.892000198364258,123.12999725341797,90.0,90.0,,,
1549566344000,13:05:44:005,true,,,,4.889999866485596,127.31999969482422,90.99999904632568,90.99999904632568,,,
1549566345000,13:05:45:005,true,,,,4.9720001220703125,133.08999633789063,91.99999809265137,91.99999809265137,,,
1549566346000,13:05:46:005,true,,,,4.908999919891357,137.7899932861328,90.99999904632568,90.99999904632568,,,
1549566347000,13:05:47:005,true,,,,4.85699987411499,143.64999389648438,90.99999904632568,90.99999904632568,,,
1549566348000,13:05:48:005,true,,,,4.8420000076293945,148.27000427246094,90.0,90.0,,,
1549566349000,13:05:49:005,true,,,,4.829999923706055,152.4600067138672,90.0,90.0,,,
1549566350000,13:05:50:005,true,,,,4.866000175476074,156.63999938964844,90.99999904632568,90.99999904632568,,,
1549566351000,13:05:51:005,true,,,,4.9120001792907715,162.6300048828125,91.99999809265137,91.99999809265137,,,
1549566352000,13:05:52:005,true,,,,4.859000205993652,167.1300048828125,90.99999904632568,90.99999904632568,,,
1549566353000,13:05:53:005,true,,,,4.744999885559082,171.3300018310547,89.00000095367432,89.00000095367432,,,
1549566354000,13:05:54:005,true,,,,4.730999946594238,177.3699951171875,88.00000190734863,88.00000190734863,,,
1549566355000,13:05:55:005,true,,,,4.800000190734863,181.77999877929688,88.00000190734863,88.00000190734863,,,
1549566356000,13:05:56:005,true,,,,4.8470001220703125,185.9199981689453,90.0,90.0,,,
1549566357000,13:05:57:005,true,,,,4.840000152587891,192.0,90.0,90.0,,,
1549566358000,13:05:58:005,true,,,,4.855999946594238,195.61000061035156,90.0,90.0,,,
1549566359000,13:05:59:005,true,,,,4.908999919891357,201.0,90.99999904632568,90.99999904632568,,,
1549566360000,13:06:00:006,true,,,,4.864999771118164,205.80999755859375,90.99999904632568,90.99999904632568,,,
1549566361000,13:06:01:006,true,,,,4.761000156402588,210.00999450683594,89.00000095367432,89.00000095367432,,,
1549566362000,13:06:02:006,true,,,,4.843999862670898,215.74000549316406,90.0,90.0,,,
1549566363000,13:06:03:006,true,,,,4.834000110626221,220.47000122070313,90.0,90.0,,,
1549566364000,13:06:04:006,true,,,,4.886000156402588,224.67999267578125,90.99999904632568,90.99999904632568,,,
1549566365000,13:06:05:006,true,,,,4.751999855041504,230.50999450683594,90.0,90.0,,,
1549566366000,13:06:06:006,true,,,,4.752999782562256,235.16000366210938,88.00000190734863,88.00000190734863,,,
1549566367000,13:06:07:006,true,,,,4.8979997634887695,239.35000610351563,89.00000095367432,89.00000095367432,,,
1549566368000,13:06:08:006,true,,,,4.948999881744385,245.27999877929688,91.99999809265137,91.99999809265137,,,
1549566369000,13:06:09:006,true,,,,4.8480000495910645,249.82000732421875,90.99999904632568,90.99999904632568,,,
1549566370000,13:06:10:006,true,,,,4.818999767303467,254.00999450683594,89.00000095367432,89.00000095367432,,,
1549566371000,13:06:11:006,true,,,,4.798999786376953,258.17999267578125,89.00000095367432,89.00000095367432,,,
1549566372000,13:06:12:006,true,,,,4.824999809265137,264.2300109863281,90.0,90.0,,,
1549566373000,13:06:13:006,true,,,,4.88700008392334,268.6000061035156,90.0,90.0,,,
1549566374000,13:06:14:006,true,,,,4.926000118255615,272.7900085449219,91.99999809265137,91.99999809265137,,,
1549566375000,13:06:15:006,true,,,,4.896999835968018,277.739990234375,91.99999809265137,91.99999809265137,,,
1549566376000,13:06:16:006,true,,,,4.839000225067139,283.6300048828125,90.0,90.0,,,
