Timestamp (UNIX time ms),Timestamp,Active (T/F),Latitude (deg),Longitude (deg),Heartrate (bpm),Speed (mps),Distance (m),Crank Cadence (rpm),Run Cadence (steps/min),Elevation (m),Power (watts),
1549670308000,17:58:28:058,true,,,,,,,,,,
1549670309000,17:58:29:058,true,,,,,,10.000000298023224,10.000000298023224,,,
1549670310000,17:58:30:058,true,,,,2.5820000171661377,0.0,10.000000298023224,10.000000298023224,,,
1549670311000,17:58:31:058,true,,,,2.6500000953674316,1.440000057220459,32.000001668930054,32.000001668930054,,,
1549670312000,17:58:32:058,true,,,,2.694999933242798,3.25,33.99999976158142,33.99999976158142,,,
1549670313000,17:58:33:058,true,,,,2.8259999752044678,6.559999942779541,37.00000047683716,37.00000047683716,,,
1549670314000,17:58:34:058,true,,,,3.0450000762939453,9.520000457763672,40.000001192092896,40.000001192092896,,,
1549670315000,17:58:35:058,true,,,,3.3389999866485596,12.869999885559082,45.999999046325684,45.999999046325684,,,
1549670316000,17:58:36:058,true,,,,3.4149999618530273,15.760000228881836,49.999998807907104,49.999998807907104,,,
1549670317000,17:58:37:058,true,,,,3.197000026702881,19.1299991607666,56.00000023841858,56.00000023841858,,,
1549670318000,17:58:38:058,true,,,,3.433000087738037,23.309999465942383,60.0,60.0,,,
1549670319000,17:58:39:058,true,,,,3.7829999923706055,26.200000762939453,70.99999666213989,70.99999666213989,,,
1549670320000,17:58:40:058,true,,,,3.8610000610351563,29.709999084472656,72.00000286102295,72.00000286102295,,,
1549670321000,17:58:41:058,true,,,,3.865999937057495,33.90999984741211,70.99999666213989,70.99999666213989,,,
1549670322000,17:58:42:058,true,,,,4.670000076293945,39.54999923706055,87.00000286102295,87.00000286102295,,,
1549670323000,17:58:43:058,true,,,,5.364999771118164,44.90999984741211,95.00000238418579,95.00000238418579,,,
1549670324000,17:58:44:058,true,,,,5.499000072479248,49.540000915527344,104.00000095367432,104.00000095367432,,,
1549670325000,17:58:45:058,true,,,,5.234000205993652,54.720001220703125,96.00000143051147,96.00000143051147,,,
1549670326000,17:58:46:058,true,,,,5.1020002365112305,59.9900016784668,95.00000238418579,95.00000238418579,,,
1549670327000,17:58:47:058,true,,,,5.171999931335449,65.22000122070313,97.99999952316284,97.99999952316284,,,
1549670328000,17:58:48:058,true,,,,5.175000190734863,70.44000244140625,97.00000047683716,97.00000047683716,,,
1549670329000,17:58:49:058,true,,,,5.076000213623047,75.7300033569336,95.00000238418579,95.00000238418579,,,
1549670330000,17:58:50:058,true,,,,5.0269999504089355,80.88999938964844,94.00000333786011,94.00000333786011,,,
1549670331000,17:58:51:058,true,,,,5.052999973297119,85.0999984741211,95.00000238418579,95.00000238418579,,,
1549670332000,17:58:52:058,true,,,,5.110000133514404,90.5199966430664,94.00000333786011,94.00000333786011,,,
1549670333000,17:58:53:058,true,,,,5.056000232696533,95.58999633789063,94.00000333786011,94.00000333786011,,,
1549670334000,17:58:54:058,true,,,,5.159999847412109,101.0,95.00000238418579,95.00000238418579,,,
1549670335000,17:58:55:058,true,,,,5.204999923706055,106.0199966430664,97.00000047683716,97.00000047683716,,,
1549670336000,17:58:56:058,true,,,,5.170000076293945,111.5,97.00000047683716,97.00000047683716,,,
1549670337000,17:58:57:058,true,,,,5.0920000076293945,116.4800033569336,96.00000143051147,96.00000143051147,,,
1549670338000,17:58:58:058,true,,,,4.947999954223633,120.68000030517578,91.99999809265137,91.99999809265137,,,
1549670339000,17:58:59:058,true,,,,5.063000202178955,126.55999755859375,95.00000238418579,95.00000238418579,,,
1549670340000,17:59:00:059,true,,,,5.185999870300293,131.5800018310547,97.00000047683716,97.00000047683716,,,
1549670341000,17:59:01:059,true,,,,5.136000156402588,135.8800048828125,95.00000238418579,95.00000238418579,,,
1549670342000,17:59:02:059,true,,,,5.107999801635742,141.5,95.00000238418579,95.00000238418579,,,
