Timestamp (UNIX time ms),Timestamp,Active (T/F),Latitude (deg),Longitude (deg),Heartrate (bpm),Speed (mps),Distance (m),Crank Cadence (rpm),Run Cadence (steps/min),Elevation (m),Power (watts),
1549378095000,08:48:15:048,true,,,,3.4519999027252197,0.0,62.99999713897705,62.99999713897705,,,
1549378096000,08:48:16:048,true,,,,3.509999990463257,1.149999976158142,64.00000333786011,64.00000333786011,,,
1549378097000,08:48:17:048,true,,,,3.6540000438690186,2.880000114440918,68.99999856948853,68.99999856948853,,,
1549378098000,08:48:18:048,true,,,,4.020999908447266,7.059999942779541,75.0,75.0,,,
1549378099000,08:48:19:048,true,,,,3.8350000381469727,11.229999542236328,73.00000190734863,73.00000190734863,,,
1549378100000,08:48:20:048,true,,,,3.5850000381469727,14.949999809265137,67.99999952316284,67.99999952316284,,,
1549378101000,08:48:21:048,false,,,,3.496000051498413,16.559999465942383,66.00000143051147,66.00000143051147,,,
1549378102000,08:48:22:048,false,,,,3.4179999828338623,16.559999465942383,62.99999713897705,62.99999713897705,,,
1549378103000,08:48:23:048,false,,,,3.263000011444092,16.559999465942383,65.00000238418579,65.00000238418579,,,
1549378104000,08:48:24:048,false,,,,2.8310000896453857,16.559999465942383,65.00000238418579,65.00000238418579,,,
1549378105000,08:48:25:048,false,,,,2.3540000915527344,16.559999465942383,65.00000238418579,65.00000238418579,,,
1549378106000,08:48:26:048,false,,,,1.8650000095367432,16.559999465942383,0.0,0.0,,,
1549378107000,08:48:27:048,false,,,,1.5080000162124634,16.559999465942383,0.0,0.0,,,
1549378108000,08:48:28:048,false,,,,1.5080000162124634,16.559999465942383,0.0,0.0,,,
1549378109000,08:48:29:048,false,,,,1.3200000524520874,16.559999465942383,0.0,0.0,,,
1549378110000,08:48:30:048,false,,,,0.843999981880188,16.559999465942383,0.0,0.0,,,
1549378111000,08:48:31:048,false,,,,0.843999981880188,16.559999465942383,0.0,0.0,,,
1549378112000,08:48:32:048,false,,,,0.722000002861023,16.559999465942383,0.0,0.0,,,
1549378113000,08:48:33:048,false,,,,0.0,16.559999465942383,0.0,0.0,,,
1549378114000,08:48:34:048,false,,,,0.0,16.559999465942383,0.0,0.0,,,
1549378115000,08:48:35:048,false,,,,0.0,16.559999465942383,0.0,0.0,,,
1549378116000,08:48:36:048,false,,,,0.0,16.559999465942383,0.0,0.0,,,
1549378117000,08:48:37:048,false,,,,0.0,16.559999465942383,0.0,0.0,,,
1549378118000,08:48:38:048,false,,,,0.0,16.559999465942383,0.0,0.0,,,
1549378119000,08:48:39:048,false,,,,0.0,16.559999465942383,0.0,0.0,,,
1549378120000,08:48:40:048,false,,,,0.0,16.559999465942383,0.0,0.0,,,
1549378121000,08:48:41:048,false,,,,0.0,16.559999465942383,0.0,0.0,,,
1549378122000,08:48:42:048,false,,,,0.0,16.559999465942383,0.0,0.0,,,
